"game_id","platform_id","game_title","moby_score","total_moby_score_votes","registered_users_moby_score_votes","moby_rank"
"181","51","Defender of the Crown","null","null","null","null"
"181","60","Defender of the Crown","1.50","2","2","null"
"181","73","Defender of the Crown","3.00","2","2","null"
"181","74","Defender of the Crown","2.88","2","2","null"
"181","84","Defender of the Crown","null","null","null","null"
"182","2","Master of Orion II: Battle at Antares","3.98","94","69","84.00"
"182","3","Master of Orion II: Battle at Antares","3.99","128","98","85.00"
"182","74","Master of Orion II: Battle at Antares","3.38","8","8","null"
"183","2","Menace","3.25","4","4","null"
"183","19","Menace","3.86","7","6","null"
"183","24","Menace","4.00","1","1","null"
"183","27","Menace","null","null","null","null"
"184","2","Discworld","4.00","62","50","88.00"
"184","6","Discworld","3.23","12","11","70.00"
"184","23","Discworld","2.48","5","5","null"
"185","2","Road & Car","4.25","2","2","null"
"187","2","Space Quest I: Roger Wilco in the Sarien Encounter","3.82","40","29","77.00"
"187","19","Space Quest I: Roger Wilco in the Sarien Encounter","4.03","7","7","null"
"187","74","Space Quest I: Roger Wilco in the Sarien Encounter","null","null","null","null"
"188","2","Ancient Art of War at Sea, The","3.73","20","12","null"
"188","31","Ancient Art of War at Sea, The","null","null","null","null"
"188","74","Ancient Art of War at Sea, The","null","null","null","null"
"189","2","Zeliard","3.82","31","20","null"
"190","4","Alley Cat","3.93","80","53","null"
"190","39","Alley Cat","2.90","5","5","null"
"191","2","Bruce Lee","2.53","5","4","null"
"191","4","Bruce Lee","4.03","9","5","null"
"191","27","Bruce Lee","3.93","11","11","null"
"191","31","Bruce Lee","3.50","2","2","null"
"191","39","Bruce Lee","4.44","4","4","null"
"191","41","Bruce Lee","4.25","3","3","null"
"191","57","Bruce Lee","null","null","null","null"
"191","60","Bruce Lee","2.00","1","1","null"
"192","2","Skyfox II: The Cygnus Conflict","4.19","4","3","null"
"192","19","Skyfox II: The Cygnus Conflict","5.00","1","1","null"
"192","24","Skyfox II: The Cygnus Conflict","5.00","1","1","null"
"192","27","Skyfox II: The Cygnus Conflict","5.00","1","1","null"
"193","2","Blues Brothers, The","3.48","18","12","null"
"193","10","Blues Brothers, The","null","null","null","null"
"193","19","Blues Brothers, The","3.50","3","3","null"
"193","22","Blues Brothers, The","null","null","null","null"
"193","24","Blues Brothers, The","2.83","3","3","null"
"193","27","Blues Brothers, The","3.88","2","2","null"
"193","60","Blues Brothers, The","3.50","1","1","null"
"194","2","Black Cauldron, The","3.34","24","17","null"
"194","4","Black Cauldron, The","3.08","9","5","null"
"194","19","Black Cauldron, The","null","null","null","null"
"194","24","Black Cauldron, The","4.00","1","1","null"
"194","31","Black Cauldron, The","4.58","3","3","null"
"194","51","Black Cauldron, The","null","null","null","null"
"195","2","Dangerous Dave in the Deserted Pirate's Hideout","3.16","19","14","null"
"195","31","Dangerous Dave in the Deserted Pirate's Hideout","4.67","3","3","null"
"196","2","Prince of Persia","4.08","144","104","87.00"
"196","10","Prince of Persia","3.16","10","8","null"
"196","11","Prince of Persia","3.30","8","5","null"
"196","15","Prince of Persia","3.75","13","13","null"
"196","16","Prince of Persia","3.44","13","12","null"
"196","19","Prince of Persia","4.05","23","23","83.00"
"196","20","Prince of Persia","3.96","6","6","null"
"196","22","Prince of Persia","3.55","7","7","null"
"196","24","Prince of Persia","3.36","5","5","null"
"196","25","Prince of Persia","4.00","1","1","null"
"196","26","Prince of Persia","3.89","7","7","null"
"196","31","Prince of Persia","3.77","9","9","null"
"196","41","Prince of Persia","3.94","4","4","null"
"196","45","Prince of Persia","3.78","2","2","null"
"196","60","Prince of Persia","4.15","3","3","null"
"196","74","Prince of Persia","4.00","1","1","null"
"197","2","Night Raid","3.58","10","8","null"
"198","4","Paratrooper","3.05","5","5","null"
"199","2","Golden Axe","3.50","44","32","null"
"199","16","Golden Axe","3.93","43","43","80.00"
"199","19","Golden Axe","3.89","17","17","null"
"199","24","Golden Axe","3.69","6","6","null"
"199","26","Golden Axe","3.44","13","13","73.00"
"199","27","Golden Axe","3.73","6","6","null"
"199","41","Golden Axe","3.61","5","5","null"
"199","45","Golden Axe","3.00","1","1","null"
"199","49","Golden Axe","3.65","5","5","null"
"199","60","Golden Axe","5.00","1","1","null"
"199","69","Golden Axe","4.40","1","1","73.00"
"199","82","Golden Axe","4.00","1","1","null"
"199","86","Golden Axe","null","null","null","null"
"200","2","Master of Magic","3.96","145","103","86.00"
"201","3","Grim Fandango","4.10","305","247","92.00"
"202","2","Afterlife","3.13","13","10","77.00"
"202","3","Afterlife","3.50","26","19","74.00"
"202","74","Afterlife","3.25","1","1","null"
"203","2","Mad Mix","3.43","10","7","null"
"203","24","Mad Mix","3.33","3","3","null"
"203","27","Mad Mix","3.33","3","3","null"
"203","41","Mad Mix","3.80","5","5","null"
"203","57","Mad Mix","3.33","3","3","null"
"203","60","Mad Mix","3.33","3","3","null"
"204","2","Popcorn","3.74","14","10","null"
"205","2","Star Control","3.90","53","35","null"
"205","16","Star Control","3.67","6","6","66.00"
"205","19","Star Control","3.10","5","5","null"
"205","27","Star Control","null","null","null","null"
"205","41","Star Control","3.50","1","1","null"
"205","60","Star Control","null","null","null","null"
"206","2","Nuclear War","3.73","26","16","null"
"206","19","Nuclear War","3.50","10","10","54.00"
"207","2","Invasion of the Mutant Space Bats of Doom","3.73","12","7","null"
"209","2","Round 42","3.33","9","6","null"
"210","2","Cannon Fodder","3.58","51","40","82.00"
"210","11","Cannon Fodder","3.58","8","7","null"
"210","15","Cannon Fodder","3.53","9","9","null"
"210","16","Cannon Fodder","3.58","8","8","null"
"210","17","Cannon Fodder","4.25","7","7","83.00"
"210","19","Cannon Fodder","4.07","40","40","91.00"
"210","24","Cannon Fodder","3.39","7","7","null"
"210","35","Cannon Fodder","3.25","6","6","null"
"210","56","Cannon Fodder","3.46","6","6","null"
"210","64","Cannon Fodder","3.13","2","2","null"
"210","67","Cannon Fodder","2.25","4","4","null"
"211","2","Titus the Fox: To Marrakech and Back","3.77","12","7","null"
"211","10","Titus the Fox: To Marrakech and Back","2.13","2","2","null"
"211","11","Titus the Fox: To Marrakech and Back","null","null","null","null"
"211","19","Titus the Fox: To Marrakech and Back","2.75","1","1","null"
"211","24","Titus the Fox: To Marrakech and Back","3.00","1","1","null"
"211","60","Titus the Fox: To Marrakech and Back","2.50","1","1","null"
"212","2","Master of Orion","3.90","125","84","null"
"212","74","Master of Orion","3.25","4","4","null"
"213","2","Centurion: Defender of Rome","3.65","54","35","null"
"213","16","Centurion: Defender of Rome","3.40","4","4","null"
"213","19","Centurion: Defender of Rome","4.16","10","10","74.00"
"214","2","Sid Meier's Pirates!","null","null","null","null"
"214","4","Sid Meier's Pirates!","3.97","101","59","null"
"214","19","Sid Meier's Pirates!","3.87","17","17","86.00"
"214","22","Sid Meier's Pirates!","3.20","6","6","null"
"214","24","Sid Meier's Pirates!","3.43","7","7","null"
"214","27","Sid Meier's Pirates!","3.91","15","15","null"
"214","31","Sid Meier's Pirates!","3.28","5","5","null"
"214","51","Sid Meier's Pirates!","null","null","null","null"
"214","60","Sid Meier's Pirates!","3.00","1","1","null"
"214","74","Sid Meier's Pirates!","3.60","2","2","null"
"216","2","Commander Keen 1: Marooned on Mars","3.69","76","57","null"
"217","2","Commander Keen 2: The Earth Explodes","3.61","39","35","null"
"218","2","Commander Keen 3: Keen Must Die!","3.67","39","33","null"
"219","2","Commander Keen 4: Secret of the Oracle","3.98","89","74","null"
"220","2","Commander Keen 5: The Armageddon Machine","3.88","47","38","null"
"221","2","Mean Streets","3.79","37","28","68.00"
"221","19","Mean Streets","2.91","3","3","null"
"221","24","Mean Streets","5.00","1","1","null"
"221","27","Mean Streets","4.50","1","1","null"
"222","2","Martian Memorandum","3.64","27","20","74.00"
"223","2","Fallout","3.84","38","38","86.00"
"223","3","Fallout","4.13","320","258","88.00"
"223","74","Fallout","3.43","18","18","null"
"224","2","GATO","3.57","20","12","null"
"224","24","GATO","3.90","2","2","null"
"224","31","GATO","3.00","1","1","null"
"224","39","GATO","3.80","1","1","null"
"224","74","GATO","null","null","null","null"
"225","4","F-15 Strike Eagle","3.40","9","7","null"
"225","10","F-15 Strike Eagle","5.00","1","1","null"
"225","22","F-15 Strike Eagle","3.25","1","1","null"
"225","24","F-15 Strike Eagle","2.50","1","1","null"
"225","25","F-15 Strike Eagle","2.50","1","1","null"
"225","27","F-15 Strike Eagle","4.00","2","2","null"
"225","31","F-15 Strike Eagle","3.75","2","2","null"
"225","39","F-15 Strike Eagle","3.25","4","4","null"
"225","41","F-15 Strike Eagle","null","null","null","null"
"225","57","F-15 Strike Eagle","3.50","1","1","null"
"225","60","F-15 Strike Eagle","null","null","null","null"
"226","2","Battlehawks 1942","3.47","12","10","null"
"226","19","Battlehawks 1942","2.73","3","3","null"
"226","24","Battlehawks 1942","3.75","4","4","null"
"227","2","Their Finest Hour: The Battle of Britain","3.61","26","15","null"
"227","19","Their Finest Hour: The Battle of Britain","4.00","1","1","80.00"
"227","24","Their Finest Hour: The Battle of Britain","3.80","2","2","null"
"228","2","Secret Weapons of the Luftwaffe","3.56","38","26","null"
"229","2","P-38 Lightning Tour of Duty","4.50","2","2","null"
"230","2","P-80 Shooting Star Tour Of Duty","3.00","1","1","null"
"231","2","He 162 Volksjäger Tour of Duty","2.67","3","3","null"
"232","2","Do 335 Pfeil Tour of Duty","4.50","2","2","null"
"233","2","BattleTech: The Crescent Hawks' Revenge","3.70","15","9","null"
"234","2","One Must Fall 2097","3.93","108","69","84.00"
"235","2","Major Stryker","3.55","19","14","null"
"236","2","Bio Menace","3.82","43","32","null"
"238","1","Railroad Tycoon II","3.17","6","6","null"
"238","3","Railroad Tycoon II","3.86","48","28","85.00"
"238","6","Railroad Tycoon II","2.17","3","3","null"
"238","8","Railroad Tycoon II","2.50","2","1","null"
"238","74","Railroad Tycoon II","null","null","null","null"
"239","3","Fallout 2","4.16","298","258","88.00"
"239","74","Fallout 2","3.31","14","14","94.00"
"240","2","Star Wars: TIE Fighter","4.04","143","98","92.00"
"241","2","Dune II: The Building of a Dynasty","3.81","150","99","83.00"
"241","19","Dune II: The Building of a Dynasty","4.00","20","20","86.00"
"242","2","Ys: The Vanished Omens","3.66","11","7","null"
"242","22","Ys: The Vanished Omens","3.00","2","2","null"
"242","26","Ys: The Vanished Omens","3.88","5","5","null"
"242","51","Ys: The Vanished Omens","null","null","null","null"
"242","57","Ys: The Vanished Omens","3.60","1","1","null"
"243","2","Lode Runner","3.88","2","2","null"
"243","4","Lode Runner","3.28","24","18","null"
"243","22","Lode Runner","2.65","12","12","null"
"243","24","Lode Runner","4.13","2","2","null"
"243","27","Lode Runner","3.79","10","10","null"
"243","31","Lode Runner","4.15","13","13","null"
"243","39","Lode Runner","3.75","1","1","null"
"243","41","Lode Runner","4.00","1","1","null"
"243","43","Lode Runner","null","null","null","null"
"243","48","Lode Runner","null","null","null","null"
"243","57","Lode Runner","null","null","null","null"
"243","60","Lode Runner","null","null","null","null"
"243","64","Lode Runner","null","null","null","null"
"243","74","Lode Runner","null","null","null","null"
"243","82","Lode Runner","null","null","null","null"
"244","3","Star Wars: X-Wing Vs. TIE Fighter","3.68","34","32","78.00"
"245","2","Chronomaster","3.82","20","18","69.00"
"246","2","Sword of the Samurai","3.80","33","22","null"
"247","2","Circuit's Edge","3.51","15","10","null"
"249","2","Mach 3","3.56","17","13","null"
"249","19","Mach 3","null","null","null","null"
"249","24","Mach 3","null","null","null","null"
"249","41","Mach 3","null","null","null","null"
"249","57","Mach 3","null","null","null","null"
"249","60","Mach 3","null","null","null","null"
"250","2","Space Racer","4.20","5","5","null"
"250","19","Space Racer","0.25","1","1","null"
"250","24","Space Racer","null","null","null","null"
"250","27","Space Racer","null","null","null","null"
"250","41","Space Racer","null","null","null","null"
"250","60","Space Racer","null","null","null","null"
"251","2","Saboteur II","3.22","8","8","null"
"251","27","Saboteur II","null","null","null","null"
"251","41","Saboteur II","null","null","null","null"
"251","60","Saboteur II","null","null","null","null"
"252","2","Deathbringer","1.95","5","5","null"
"252","19","Deathbringer","null","null","null","null"
"252","24","Deathbringer","1.50","1","1","null"
"253","2","Barbarian","3.07","26","17","null"
"253","19","Barbarian","3.00","7","7","null"
"253","24","Barbarian","1.92","6","6","null"
"253","27","Barbarian","2.85","5","5","null"
"253","41","Barbarian","2.25","1","1","null"
"253","57","Barbarian","2.25","1","1","null"
"253","60","Barbarian","2.25","1","1","null"
"254","4","Timothy Leary's Mind Mirror","3.57","11","7","null"
"254","27","Timothy Leary's Mind Mirror","null","null","null","null"
"254","39","Timothy Leary's Mind Mirror","4.50","1","1","null"
"255","4","Pinball Construction Set","3.50","12","7","null"
"255","27","Pinball Construction Set","null","null","null","null"
"255","31","Pinball Construction Set","null","null","null","null"
"255","39","Pinball Construction Set","null","null","null","null"
"255","74","Pinball Construction Set","null","null","null","null"
"256","2","Death Rally","3.98","92","67","79.00"
"256","3","Death Rally","4.50","2","2","null"
"257","2","Ascendancy","3.89","76","56","83.00"
"258","2","Darklands","3.84","50","35","null"
"259","2","Balance of Power","3.46","16","10","null"
"259","19","Balance of Power","null","null","null","null"
"259","24","Balance of Power","3.20","2","2","null"
"259","31","Balance of Power","null","null","null","null"
"259","57","Balance of Power","3.50","1","1","null"
"259","74","Balance of Power","3.80","1","1","null"
"260","2","Balance of Power: The 1990 Edition","3.45","15","9","null"
"260","19","Balance of Power: The 1990 Edition","3.25","1","1","null"
"260","24","Balance of Power: The 1990 Edition","3.56","2","2","null"
"260","51","Balance of Power: The 1990 Edition","null","null","null","null"
"260","74","Balance of Power: The 1990 Edition","3.89","2","2","null"
"261","2","Silent Service II","3.87","36","22","null"
"261","19","Silent Service II","4.00","3","3","null"
"261","24","Silent Service II","4.40","1","1","null"
"262","3","Heart of Darkness","3.95","33","27","74.00"
"262","6","Heart of Darkness","3.80","17","16","87.00"
"263","2","Epic Pinball","3.98","43","32","null"
"264","2","Hockey League Simulator","2.43","3","3","null"
"264","19","Hockey League Simulator","null","null","null","null"
"265","2","NHL 95","4.03","16","11","87.00"
"265","10","NHL 95","null","null","null","null"
"265","15","NHL 95","4.50","1","1","79.00"
"265","16","NHL 95","3.73","11","11","84.00"
"265","25","NHL 95","2.63","2","2","null"
"266","2","Lighthouse: The Dark Being","3.74","13","11","64.00"
"266","3","Lighthouse: The Dark Being","3.67","26","22","72.00"
"266","5","Lighthouse: The Dark Being","3.70","7","5","63.00"
"266","74","Lighthouse: The Dark Being","null","null","null","null"
"267","2","Brett Hull Hockey 95","3.42","5","4","67.00"
"267","15","Brett Hull Hockey 95","1.00","1","1","null"
"267","16","Brett Hull Hockey 95","null","null","null","null"
"268","5","Hodj 'n' Podj","3.25","6","5","null"
"269","2","Omnicron Conspiracy","2.85","5","4","null"
"269","19","Omnicron Conspiracy","null","null","null","null"
"269","24","Omnicron Conspiracy","3.00","1","1","null"
"270","4","Space Strike","3.05","5","4","null"
"271","2","Novastorm","3.70","25","16","73.00"
"271","6","Novastorm","2.33","3","3","51.00"
"271","20","Novastorm","2.10","4","4","null"
"271","35","Novastorm","2.50","4","4","null"
"272","2","Star Wars: Rebel Assault","3.42","51","41","77.00"
"272","20","Star Wars: Rebel Assault","3.13","9","9","56.00"
"272","35","Star Wars: Rebel Assault","5.00","2","2","70.00"
"272","74","Star Wars: Rebel Assault","4.00","1","1","null"
"273","2","Speedball 2: Brutal Deluxe","3.66","46","30","null"
"273","10","Speedball 2: Brutal Deluxe","0.00","3","3","null"
"273","12","Speedball 2: Brutal Deluxe","0.00","2","2","null"
"273","16","Speedball 2: Brutal Deluxe","2.86","15","14","null"
"273","19","Speedball 2: Brutal Deluxe","4.02","46","46","95.00"
"273","24","Speedball 2: Brutal Deluxe","2.00","5","5","null"
"273","26","Speedball 2: Brutal Deluxe","1.47","5","5","null"
"273","27","Speedball 2: Brutal Deluxe","1.31","4","4","null"
"273","56","Speedball 2: Brutal Deluxe","2.14","6","6","null"
"273","64","Speedball 2: Brutal Deluxe","1.75","2","2","null"
"273","66","Speedball 2: Brutal Deluxe","0.00","2","2","null"
"273","69","Speedball 2: Brutal Deluxe","1.63","2","2","62.00"
"274","2","Silverball","3.75","10","7","73.00"
"275","3","EverQuest","3.47","45","33","87.00"
"275","74","EverQuest","3.50","2","2","null"
"276","3","Star Wars: Episode I - Racer","3.38","41","37","77.00"
"276","8","Star Wars: Episode I - Racer","3.69","16","16","74.00"
"276","9","Star Wars: Episode I - Racer","3.93","28","28","82.00"
"276","11","Star Wars: Episode I - Racer","3.00","5","5","64.00"
"276","74","Star Wars: Episode I - Racer","3.38","2","2","null"
"277","2","Xenon 2: Megablast","3.88","52","34","null"
"277","10","Xenon 2: Megablast","1.75","2","2","null"
"277","16","Xenon 2: Megablast","2.17","3","3","null"
"277","19","Xenon 2: Megablast","3.99","18","18","85.00"
"277","24","Xenon 2: Megablast","3.66","8","8","null"
"277","26","Xenon 2: Megablast","2.44","4","4","null"
"278","2","Extreme Pinball","3.66","19","15","59.00"
"278","6","Extreme Pinball","0.00","1","1","null"
"279","2","Civil War, The","2.34","11","7","null"
"313","2","WolfPack","3.31","16","10","null"
"280","2","Imperium Galactica","3.36","15","14","72.00"
"281","2","Syndicate","4.08","154","108","83.00"
"281","15","Syndicate","2.68","11","11","null"
"281","16","Syndicate","2.97","8","8","66.00"
"281","17","Syndicate","3.21","7","7","68.00"
"281","19","Syndicate","4.02","22","22","89.00"
"281","20","Syndicate","null","null","null","null"
"281","35","Syndicate","3.00","3","3","null"
"281","56","Syndicate","0.00","1","1","76.00"
"281","74","Syndicate","2.38","2","2","null"
"282","2","Syndicate: American Revolt","3.86","19","13","null"
"282","19","Syndicate: American Revolt","4.00","1","1","null"
"283","2","7th Guest, The","3.63","82","61","70.00"
"283","3","7th Guest, The","3.73","16","16","null"
"283","73","7th Guest, The","4.00","3","3","75.00"
"283","74","7th Guest, The","4.00","3","3","null"
"284","3","MechWarrior 3","3.89","41","32","88.00"
"285","2","Betrayal at Krondor","3.89","95","69","89.00"
"286","3","NHL 99","3.71","16","12","90.00"
"286","6","NHL 99","3.00","4","3","null"
"286","9","NHL 99","3.33","6","6","null"
"287","2","Wasteland","3.99","128","82","null"
"287","27","Wasteland","3.74","22","22","null"
"287","31","Wasteland","3.42","18","18","null"
"288","3","RollerCoaster Tycoon","3.96","121","81","82.00"
"288","13","RollerCoaster Tycoon","2.91","8","8","56.00"
"289","2","Monkey Island 2:  LeChuck's Revenge","4.09","281","223","91.00"
"289","19","Monkey Island 2:  LeChuck's Revenge","3.58","70","70","null"
"289","74","Monkey Island 2:  LeChuck's Revenge","2.66","16","16","null"
"291","2","Bad Street Brawler","2.93","7","5","null"
"291","19","Bad Street Brawler","1.00","1","1","null"
"291","22","Bad Street Brawler","1.00","3","3","null"
"291","27","Bad Street Brawler","null","null","null","null"
"291","41","Bad Street Brawler","null","null","null","null"
"292","2","Beetlejuice in: Skeletons in the Closet","3.75","6","4","null"
"293","2","Lagaf: Les Aventures de Moktar - Vol 1: La Zoubida","3.50","4","3","null"
"293","19","Lagaf: Les Aventures de Moktar - Vol 1: La Zoubida","null","null","null","null"
"293","24","Lagaf: Les Aventures de Moktar - Vol 1: La Zoubida","2.75","1","1","null"
"293","60","Lagaf: Les Aventures de Moktar - Vol 1: La Zoubida","null","null","null","null"
"294","2","Into the Eagle's Nest","2.73","11","8","null"
"294","19","Into the Eagle's Nest","2.00","1","1","null"
"294","24","Into the Eagle's Nest","2.13","2","2","null"
"294","27","Into the Eagle's Nest","3.42","3","3","null"
"294","31","Into the Eagle's Nest","null","null","null","null"
"294","39","Into the Eagle's Nest","null","null","null","null"
"294","41","Into the Eagle's Nest","null","null","null","null"
"294","60","Into the Eagle's Nest","null","null","null","null"
"295","5","Empire Deluxe for Windows","3.22","11","7","null"
"296","3","Homeworld","3.95","77","56","90.00"
"297","2","Savage","3.88","4","3","null"
"297","19","Savage","3.50","1","1","null"
"297","24","Savage","2.50","1","1","null"
"297","27","Savage","null","null","null","null"
"297","41","Savage","null","null","null","null"
"297","60","Savage","null","null","null","null"
"298","4","Tapper","3.84","18","12","null"
"298","27","Tapper","3.56","4","4","null"
"298","28","Tapper","3.69","4","4","null"
"298","29","Tapper","3.25","1","1","null"
"298","31","Tapper","null","null","null","null"
"298","39","Tapper","null","null","null","null"
"298","41","Tapper","3.75","3","3","null"
"298","60","Tapper","null","null","null","null"
"299","2","DOOM II: Hell on Earth","4.11","134","118","88.00"
"299","3","DOOM II: Hell on Earth","3.99","66","55","null"
"299","12","DOOM II: Hell on Earth","3.04","19","19","81.00"
"299","68","DOOM II: Hell on Earth","2.03","7","7","null"
"299","74","DOOM II: Hell on Earth","2.87","6","6","null"
"300","2","Traffic Department 2192","3.64","18","12","null"
"301","2","Amazing Spider-Man and Captain America in Dr. Doom's Revenge!, The","3.50","5","5","null"
"301","19","Amazing Spider-Man and Captain America in Dr. Doom's Revenge!, The","1.75","1","1","null"
"301","24","Amazing Spider-Man and Captain America in Dr. Doom's Revenge!, The","1.75","1","1","null"
"301","27","Amazing Spider-Man and Captain America in Dr. Doom's Revenge!, The","3.00","1","1","null"
"301","41","Amazing Spider-Man and Captain America in Dr. Doom's Revenge!, The","3.50","2","2","null"
"301","60","Amazing Spider-Man and Captain America in Dr. Doom's Revenge!, The","1.13","2","2","null"
"302","2","Dark Seed","3.39","36","30","63.00"
"302","6","Dark Seed","null","null","null","null"
"302","19","Dark Seed","3.85","12","12","80.00"
"302","23","Dark Seed","null","null","null","null"
"302","56","Dark Seed","null","null","null","74.00"
"302","74","Dark Seed","null","null","null","null"
"303","2","Xixit","3.34","8","5","null"
"304","3","Midtown Madness","3.33","44","31","83.00"
"305","2","Zak McKracken and the Alien Mindbenders","3.80","74","56","83.00"
"305","19","Zak McKracken and the Alien Mindbenders","3.59","20","20","null"
"305","24","Zak McKracken and the Alien Mindbenders","2.98","12","12","null"
"305","27","Zak McKracken and the Alien Mindbenders","3.87","21","21","null"
"306","2","Wolfenstein 3D","3.89","190","141","82.00"
"306","3","Wolfenstein 3D","4.22","8","8","null"
"306","12","Wolfenstein 3D","3.45","14","12","57.00"
"306","35","Wolfenstein 3D","4.36","7","7","68.00"
"306","51","Wolfenstein 3D","5.00","1","1","null"
"306","69","Wolfenstein 3D","4.83","3","3","null"
"306","74","Wolfenstein 3D","3.75","6","6","null"
"306","81","Wolfenstein 3D","4.67","3","3","null"
"306","86","Wolfenstein 3D","5.00","1","1","81.00"
"307","2","Eye of the Beholder II: The Legend of Darkmoon","3.89","47","34","87.00"
"307","19","Eye of the Beholder II: The Legend of Darkmoon","3.95","14","14","89.00"
"308","2","Battle Bugs","3.86","35","21","80.00"
"309","3","Driver","3.64","45","31","77.00"
"309","6","Driver","3.49","35","31","85.00"
"309","11","Driver","3.00","10","7","null"
"309","74","Driver","2.75","2","2","null"
"310","3","Test Drive 5","3.57","7","6","73.00"
"310","6","Test Drive 5","1.94","4","4","78.00"
"311","2","Spear of Destiny","3.77","41","33","null"
"312","5","SimTower: The Vertical Empire","3.29","45","35","76.00"
"312","74","SimTower: The Vertical Empire","null","null","null","null"
"313","19","WolfPack","2.00","1","1","null"
"313","24","WolfPack","3.20","1","1","null"
"313","74","WolfPack","null","null","null","null"
"314","2","El-Fish","3.49","12","7","null"
"315","2","Where in the U.S.A. is Carmen Sandiego?","3.17","7","5","null"
"315","19","Where in the U.S.A. is Carmen Sandiego?","3.00","1","1","null"
"315","27","Where in the U.S.A. is Carmen Sandiego?","3.00","2","2","null"
"315","31","Where in the U.S.A. is Carmen Sandiego?","null","null","null","null"
"315","51","Where in the U.S.A. is Carmen Sandiego?","3.60","3","3","null"
"315","74","Where in the U.S.A. is Carmen Sandiego?","3.40","2","2","null"
"316","2","Indiana Jones and the Fate of Atlantis","4.12","289","214","93.00"
"316","3","Indiana Jones and the Fate of Atlantis","4.70","4","4","null"
"316","19","Indiana Jones and the Fate of Atlantis","3.26","50","50","89.00"
"316","74","Indiana Jones and the Fate of Atlantis","3.00","20","20","null"
"317","2","Frederik Pohl's Gateway","3.83","24","18","82.00"
"317","3","Frederik Pohl's Gateway","null","null","null","null"
"318","2","Gateway 2: Homeworld","3.89","18","16","null"
"319","2","Companions of Xanth","3.81","16","14","67.00"
"320","3","World of Aden: Entomorph - Plague of the Darkfall","3.51","17","15","75.00"
"320","5","World of Aden: Entomorph - Plague of the Darkfall","3.08","6","6","null"
"320","74","World of Aden: Entomorph - Plague of the Darkfall","null","null","null","null"
"321","2","Grand Prix Unlimited","2.40","12","12","null"
"322","1","SiN","3.75","1","1","null"
"322","3","SiN","3.78","48","36","81.00"
"323","10","Bram Stoker's Dracula","4.00","2","2","null"
"323","15","Bram Stoker's Dracula","3.85","5","5","null"
"323","16","Bram Stoker's Dracula","1.88","6","6","null"
"323","19","Bram Stoker's Dracula","2.50","2","2","null"
"323","20","Bram Stoker's Dracula","2.75","3","3","55.00"
"323","22","Bram Stoker's Dracula","3.17","3","3","null"
"323","25","Bram Stoker's Dracula","3.38","2","2","null"
"323","26","Bram Stoker's Dracula","2.50","4","4","null"
"324","2","Harvester","3.43","20","15","61.00"
"325","2","Alone in the Dark","3.98","117","92","81.00"
"325","35","Alone in the Dark","3.56","11","11","null"
"325","74","Alone in the Dark","4.00","6","6","null"
"326","3","World Cup 98","3.54","18","15","91.00"
"326","6","World Cup 98","3.25","5","5","null"
"326","9","World Cup 98","3.25","4","3","null"
"327","3","Earthsiege 2","3.73","21","16","79.00"
"327","5","Earthsiege 2","4.25","1","1","null"
"328","3","Close Combat III: The Russian Front","3.82","23","15","82.00"
"329","2","Stunts","3.93","107","78","82.00"
"329","19","Stunts","3.69","8","8","62.00"
"330","3","Unreal","3.99","96","80","91.00"
"330","74","Unreal","2.30","5","5","null"
"331","3","Dune 2000","3.38","70","60","68.00"
"331","6","Dune 2000","2.93","11","9","58.00"
"332","2","Microsoft Flight Simulator (v3.0)","3.55","5","5","null"
"333","3","European Air War","3.88","26","18","85.00"
"334","3","Mech Commander","3.85","32","21","81.00"
"335","2","Gunship","3.66","16","10","null"
"335","19","Gunship","4.11","5","5","75.00"
"335","24","Gunship","3.75","5","5","null"
"335","27","Gunship","4.15","5","5","null"
"335","31","Gunship","null","null","null","null"
"335","41","Gunship","3.00","1","1","null"
"335","57","Gunship","null","null","null","null"
"335","60","Gunship","4.50","1","1","null"
"336","1","Civilization: Call to Power","3.46","7","5","null"
"336","3","Civilization: Call to Power","3.11","52","37","79.00"
"336","74","Civilization: Call to Power","null","null","null","null"
"337","3","Drakan: Order of the Flame","4.01","29","21","83.00"
"338","2","Command & Conquer","3.86","102","75","90.00"
"338","5","Command & Conquer","4.22","24","24","null"
"338","6","Command & Conquer","3.48","14","12","null"
"338","9","Command & Conquer","3.50","11","9","74.00"
"338","23","Command & Conquer","3.85","5","5","null"
"338","74","Command & Conquer","4.15","4","4","null"
"339","3","Diablo","3.99","146","120","90.00"
"339","6","Diablo","3.25","27","24","82.00"
"339","74","Diablo","4.18","7","7","null"
"340","2","Worms","3.87","41","33","80.00"
"340","6","Worms","3.42","12","11","null"
"340","10","Worms","null","null","null","null"
"340","15","Worms","2.77","8","8","null"
"340","16","Worms","3.20","1","1","null"
"340","17","Worms","3.38","4","4","null"
"340","19","Worms","3.84","11","11","null"
"340","23","Worms","3.13","4","4","null"
"340","56","Worms","2.25","1","1","null"
"340","74","Worms","null","null","null","null"
"341","3","Blade Runner","4.03","140","114","87.00"
"342","2","Time Commando","3.65","20","13","83.00"
"342","3","Time Commando","3.88","26","19","83.00"
"342","6","Time Commando","4.63","2","2","null"
"342","23","Time Commando","3.00","1","1","null"
"343","2","Wing Commander IV: The Price of Freedom","4.05","57","41","86.00"
"343","3","Wing Commander IV: The Price of Freedom","3.90","10","10","null"
